id,name,description,underlying_security,ticker_symbol,last_price,dividend_rate_percent,expense_ratio_percent,one_day_change_percent,year_to_date_change_percent,created_at,updated_at,risk_level,fund_url,inception,last_refresh,long_description,cusip,start_of_year_price,start_of_year_price_year,learn_post_id,inception_price,tags,investment_type,color_code
50,General Electric,The storied digital industrial conglomerate conducts business in approximately 180 countries.,General Electric Company,GE,12.95,4.57,0.0,-1.3,-25.79,2018-02-22 21:27:34.651112,2018-07-23 14:30:41.280910,1,https://www.ge.com/investor-relations/overview,01/13/1978,2018-07-23 14:15:39.000000,"Co-founded in 1892 by inventor Thomas Edison, General Electric's business ranges from aircraft engines, power generation, and oil and gas equipment to medical imaging, financing, and industrial products. This is a direct investment in General Electric stock.",369604103,17.45,2018,,,['General Electric'],STOCK,1e60ae
83,Match the Market,This low-cost foundation fund tracks the S&P 500—a grouping of America's largest companies.,iShares Core S&P 500 ETF,IVV,281.46,1.8,0.04,-0.06,5.16,2018-04-25 22:06:57.419931,2018-07-23 14:30:41.288188,1,https://www.ishares.com/us/products/239726/IVV,05/15/2000,2018-07-23 14:15:39.000000,"This bundle of America's powerhouse companies is a low-cost way to get broad diversification and build the foundation of your portfolio. Specifically, this fund tracks the S&P 500—a popular index of America's 500 largest public companies—that is often used as an indicator for the health of the entire economy. ",464287200,267.64,2018,,,['Match the Market'],ETF,
53,Netflix,This massive production studio streams original and licensed video content in over 190 countries.,"Netflix, Inc.",NFLX,359.09,0.0,0.0,-0.54,87.07,2018-02-22 21:30:31.535239,2018-07-23 14:30:41.295075,1,https://ir.netflix.com/,05/23/2002,2018-07-23 14:15:40.000000,"What began as a mail-order DVD company is now a streaming and production powerhouse. These days, Netflix distributes original and licensed content to over a hundred million subscribers worldwide. This is a direct investment in Netflix stock.",64110L106,191.96,2018,,1.21,['Netflix'],STOCK,e50914
91,JPMorgan,"One of the oldest financial institutions in the U.S., this firm has over $2.5 trillion in assets.",JPMorgan Chase & Co,JPM,112.6,2.01,0.0,1.19,6.38,2018-05-08 19:06:33.417920,2018-07-23 14:30:41.301773,1,https://www.jpmorganchase.com/corporate/investor-relations/investor-relations.htm,12/30/1983,2018-07-23 14:15:39.000000,"200 years of company history and a presence in over 100 markets—yeah, you've probably heard of these guys. JPMorgan Chase is a leading global financial services institution, and its stock is part of the Dow Jones Industrial Average. This is a direct investment in JPMorgan Chase stock.",46625H100,105.85,2018,,4.44,[''],STOCK,6d6e71
68,Union Pacific,This stalwart powers global supply chains with a rail network that links 23 US states.,Union Pacific Corporation,UNP,143.83,1.93,0.0,1.71,7.83,2018-03-19 17:55:44.655828,2018-07-23 14:30:41.491256,1,https://www.up.com/investor/index.htm,01/13/1978,2018-07-23 14:15:35.000000,"Union Pacific traces its origins back to the 1860s and the construction of the world's first transcontinental railway. Today, the rails link global industrial, chemical, automotive, and agricultural supply chains. This is a direct investment in Union Pacific stock.",907818108,133.39,2018,,,['Union Pacific'],STOCK,004990
109,Amgen,This multinational company is the world's largest independent biotechnology company.,Amgen Inc.,AMGN,189.95,2.59,0.0,-0.28,10.91,2018-05-30 17:28:52.091053,2018-07-23 14:30:41.497548,1,http://investors.amgen.com/phoenix.zhtml?c=61656&p=irol-IRHome,06/17/1983,2018-07-23 14:15:36.000000,Amgen is focused on unlocking the potential of biology—by using tools like advanced human genetics—to create therapies for patients who suffer from serious illnesses. The company's treatments have reached millions of people around the world. This is a direct investment in Amgen stock.,031162100,171.27,2018,,,['Amgen'],STOCK,007dc3
87,DowDuPont,"With net sales of $80 billion, this holding company is a global leader in the chemical industry.","DowDuPont, Inc",DWDP,65.78,2.31,0.0,-0.06,-7.16,2018-05-08 19:04:44.652817,2018-07-23 14:30:41.504016,1,http://www.dow-dupont.com/investors/default.aspx,09/01/2017,2018-07-23 14:15:37.000000,"In 2017, science-driven companies Dow and DuPont merged to become a major power player in the global chemical market. Today, DowDuPont is leading innovation in agriculture, materials science, and specialty products. This is a direct investment in DowDuPont stock.  ",26078J100,70.85,2018,,67.18,[''],STOCK,e80033
97,Raytheon,The world's largest missile producer is also one of the world's largest defense contractors.,Raytheon Company,RTN,200.66,1.65,0.0,-0.39,7.7,2018-05-14 20:00:52.537929,2018-07-23 14:30:41.510436,1,http://investor.raytheon.com/phoenix.zhtml?c=84193&p=irol-irhome,12/26/1997,2018-07-23 14:15:38.000000,"Originally an electronics business, Raytheon is credited with pioneering both the microwave and early guided missile systems. Today, the defense company specializes in missile production and defense, radar, satellites, cybersecurity, and more. This is a direct investment in Raytheon stock.",755111507,186.31,2018,,32.44,['Raytheon'],STOCK,ce1127
54,Walmart,The colossal multinational retail corporation is the world's largest company by revenue.,"Wal-Mart Stores, Inc.",WMT,87.81,2.34,0.0,-0.28,-11.08,2018-02-22 21:31:33.151150,2018-07-23 14:30:41.308163,1,http://stock.walmart.com/investors/default.aspx,10/1/1970,2018-07-23 14:15:27.000000,"Walmart started as a family business before becoming an American brick-and-mortar staple. The massive retailer now has 59 brands, over 11,000 stores in 28 countries, and e-commerce websites in 11 countries. This is a direct investment in Walmart stock.",931142103,98.75,2018,,,['Walmart'],STOCK,007dc6
38,Up & Coming,Ready to explore untapped markets? These emerging economies have room to grow.,Vanguard FTSE Emerging Markets ETF,VWO,42.78,2.56,0.14,-0.32,-6.82,2017-05-26 18:38:31.460702,2018-07-23 14:30:41.314675,2,https://personal.vanguard.com/us/funds/snapshot?FundIntExt=INT&FundId=0964,03/04/2005,2018-07-23 14:15:39.000000,"What do China, Taiwan, India, and Brazil have in common? Rapid economic development. This international investment includes emerging economies that span from Latin America, to Africa, Europe, Asia, and the Middle East.",922042858,45.91,2018,,,"['China', 'Tencent', 'India', 'Naspers', 'CCB', 'Taiwan', 'China', 'India']",ETF,
24,American Innovators,"Invest in tech companies that are changing the world,  like Apple, Google, and Facebook. ",Vanguard Information Technology ETF,VGT,189.7,0.91,0.1,-0.26,15.16,2015-09-03 15:47:43.205118,2018-07-23 14:30:41.516886,2,https://personal.vanguard.com/us/funds/snapshot?FundId=0958&FundIntExt=INT,1/30/2004,2018-07-23 14:15:31.000000,"What do lightbulbs, lunar landers, and iPads all have in common? They're all products of American tech. Invest if you think we're just getting started. This covers electronics, software, hardware, and IT companies. ",92204A702,164.73,2018,,43.74,"['vanguard', 'Apple', 'Microsoft', 'Facebook', 'Alphabet', 'Visa', 'IBM', 'Oracle', 'Intel', 'Google', 'lightbulbs', 'iPad', 'American', 'computer', 'electronics', 'hardware', 'technology', 'IT']",ETF,
28,Home Sweet Home,"There is no place like home, invest in the American Dream. These firms build homes in the U.S.A.",SPDR S&P Homebuilders (ETF),XHB,40.77,0.86,0.35,-0.56,-7.89,2015-09-03 15:47:43.320883,2018-07-23 14:30:41.523570,2,https://www.spdrs.com/product/fund.seam?ticker=XHB,2/6/2006,2018-07-23 14:15:21.000000,"Even if you're not dreaming of a white-picket fence and 2.5 kids in the suburbs, you can still get a piece of the action. These home construction companies make the American Dream a reality for many.",78464A888,44.26,2018,,39.08,"['home', 'home depot', 'construction', 'Fortune Brands', 'Owens Corning', 'Msco Corporation', 'Lowes', 'Mohawk', 'Whirlpool', 'D.R. Horton', 'Pulte', 'Lennar', 'house']",ETF,
4,Roll with Buffett,Warren Buffett is one of the most successful investors of all time. Own a bit of his company.,Berkshire Hathaway Inc. Class B,BRK.B,198.0,0.0,,0.62,-0.11,2015-09-03 15:47:42.659636,2018-07-23 14:30:41.530082,2,http://www.berkshirehathaway.com/,6/29/1998,2018-07-23 14:15:39.000000,"Invest with Warren Buffett, one of the world's wealthiest people.  This fund buys shares of his holding company Berkshire Hathaway that includes a broad mix of businesses.",084670702,198.22,2018,,52.26,"['Warren Buffett', 'Berkshire Hathaway', 'billionaire', 'stocks']",ETF,
66,GM,America's largest automotive manufacturer sells cars on five continents and in 125 countries.,General Motors Company,GM,39.16,3.86,0.0,-0.61,-3.5,2018-03-19 17:54:47.378358,2018-07-23 14:30:41.539932,1,https://www.gm.com/investors/index.html,11/17/2010,2018-07-23 14:15:38.000000,"Since the Great Recession, GM has reestablished itself as America's top car manufacturer and an international powerhouse. The automaker's brands include GMC, Chevrolet, Buick, Cadillac, Holden, Wuling, Baojun, and Jiefang. This is a direct investment in GM stock.",37045V100,40.58,2018,,34.19,['GM'],STOCK,314577
79,3M,"Famous for Post-it notes and Scotch tape, this conglomerate produces over 55,000 products.",The 3M Company,MMM,198.68,2.51,0.0,-1.62,-15.09,2018-04-25 22:03:13.281846,2018-07-23 14:30:41.546505,1,http://www.investors.3m.com/,01/13/1978,2018-07-23 14:15:37.000000,"3M is a diversified global company that makes a hodgepodge of indispensable products you use often—sometimes without even knowing. Examples include sponges, LCD filters, reflective highway-sign sheeting, sandpaper, dental crowns, inhalers, and bandages. This is a direct investment in 3M stock.",88579Y101,233.99,2018,,,['3M'],STOCK,ff0000
48,Facebook,The social media mammoth strives to use its networks to bring the world closer together.,"Facebook, Inc.",FB,210.27,0.0,0.0,0.16,19.16,2018-02-22 17:29:19.466492,2018-07-23 14:30:41.585173,1,https://investor.fb.com/home/default.aspx,05/18/2012,2018-07-23 14:15:40.000000,"Facebook's Silicon Valley fairy tale started in a Harvard dorm room circa 2004. The company now earns its revenue by serving ads to billions of Facebook, Messenger, Instagram, WhatsApp, and Oculus users. This is a direct investment in Facebook stock.",30303M102,176.46,2018,,38.23,['Facebook'],STOCK,3b5998
102,Visa,This global payments technology company connects people through innovative payment solutions.,"Visa, Inc",V,140.82,0.55,0.0,-0.12,23.92,2018-05-21 21:16:36.061616,2018-07-23 14:30:41.591781,1,https://investor.visa.com,03/18/2008,2018-07-23 14:15:36.000000,"Accepted in more than 200 countries, Visa is a global payments technology company that connects consumers, businesses, banks, and governments via digital currency. The company aims to be ""the best way to pay and be paid for everyone, everywhere."" This is a direct investment in Visa stock. ",92826C839,113.64,2018,,13.13,['Visa'],STOCK,0057a0
47,The Walt Disney Company,"The famous ""house of mouse"" owns media networks, movie studios, theme parks, and more.",The Walt Disney Company,DIS,110.67,1.51,0.0,-0.73,2.94,2018-02-22 17:27:30.964166,2018-07-23 14:30:41.321420,1,https://thewaltdisneycompany.com/investor-relations/,01/13/1978,2018-07-23 14:15:39.000000,"The century-old Walt Disney Company is now an entertainment behemoth. Properties include ESPN, ABC, Hulu, Pixar, Vice, Lucasfilm, Marvel, the Muppets, and of course, the celebrated theme parks. This is a direct investment in Walt Disney Company stock.",254687106,107.51,2018,,,['The Walt Disney Company'],STOCK,ffd911
77,Procter & Gamble,"The consumer stalwart markets over 60 iconic cleaning, personal care, and hygienics products.",The Procter & Gamble Company,PG,78.8,3.58,0.0,0.15,-12.78,2018-04-25 21:47:05.865260,2018-07-23 14:30:41.328034,1,http://www.pginvestor.com/,06/11/1891,2018-07-23 14:15:35.000000,"Founded in 1837, Procter & Gamble (P&G) found early success supplying the Union Army. Now, their product lineup is a staple of everyday life that includes 22 billion-dollar brands such as Always, Bounty, Crest, Dawn, Old Spice, Pampers, and Tide. This is a direct investment in P&G stock.",742718109,90.35,2018,,,['Procter & Gamble'],STOCK,006fb9
57,Cisco,The globe's biggest networking company engineers the technologies that power the internet.,"Cisco Systems, Inc.",CSCO,41.6,2.95,0.0,-0.99,9.42,2018-03-02 21:37:53.856602,2018-07-23 14:30:41.334879,1,https://investor.cisco.com/investor-relations/overview/default.aspx,02/16/1990,2018-07-23 14:15:38.000000,"When it comes to information technology, Cisco reigns supreme. Consumers, businesses, public institutions, governments, and service providers all rely on Cisco to manage, move, and protect their data. This is a direct investment in Cisco stock.",17275R102,38.02,2018,,,['Cisco'],STOCK,049fd9
96,General Dynamics,This global aerospace and defense company is a leader in both the commercial and military spheres.,General Dynamics Corporation,GD,194.15,1.81,0.0,-0.58,-3.77,2018-05-14 19:59:59.083264,2018-07-23 14:30:41.341575,1,http://investorrelations.gd.com/,01/13/1978,2018-07-23 14:15:21.000000,"Best known for Gulfstream jets, F-16 fighters, Abrams tanks, and Atlas rockets, General Dynamics runs four business divisions: Aerospace, Combat Systems, Information Systems and Technology, and Marine Systems. This is a direct investment in General Dynamics stock.",369550108,201.76,2018,,,['General Dynamics'],STOCK,00539b
37,Essential Europe,Hop across the pond and invest in the mighty masters of Western Europe.,Vanguard FTSE Europe ETF,VGK,57.23,3.37,0.1,-0.13,-3.25,2017-05-26 18:38:27.308297,2018-07-23 14:30:41.348544,2,https://personal.vanguard.com/us/funds/snapshot?FundId=0963&FundIntExt=INT,03/04/2005,2018-07-23 14:15:21.000000,"The European economy is as diverse as the landscapes, languages, and people who live there. This investment covers it all - from chocolate to healthcare, and banking to beer. If it’s a masterpiece of European innovation, you’ll find it here.",922042874,59.15,2018,,,"['Nestle', 'Europe', 'Roche Holding', 'Novartis', 'Food', 'drink', 'Switzerland']",ETF,
100,Bank Of America,"With $2.3 trillion in total assets, this financial institution is the 2nd largest bank in the U.S.",Bank of America Corporation,BAC,30.49,1.59,0.0,1.18,3.67,2018-05-21 21:10:39.688105,2018-07-23 14:30:41.356677,1,http://investor.bankofamerica.com/phoenix.zhtml?c=71595&p=irol-irhome#fbid=6VSOZTUZVgT,01/13/1978,2018-07-23 14:15:39.000000,"Bank of America is the go-to banking destination for 47 million individuals, families, and businesses in 35 countries around the world. With $2.3 trillion in total assets, this financial institution is the 2nd largest bank in the U.S. This is a direct investment in Bank of America stock. ",060505104,29.41,2018,,,['Bank Of America'],STOCK,e32237
64,Johnson & Johnson,The historic health-care company operates more than 260 companies in over 60 countries.,Johnson & Johnson,JNJ,126.12,2.72,0.0,0.22,-9.16,2018-03-02 22:35:40.586744,2018-07-23 14:30:41.363447,1,http://www.investor.jnj.com/,01/13/1978,2018-07-23 14:15:36.000000,"Founded in 1887, Johnson & Johnson's business spans consumer care, pharmaceuticals, and medical devices. Its brands include Listerine, Neutrogena, Tylenol, Sudafed, Benadryl, Stayfree, Band-Aid, and Neosporin. This is a direct investment in Johnson & Johnson stock.",478160104,138.83,2018,,,['Johnson & Johnson'],STOCK,d51900
105,Square,This technology company builds ecommerce tools that help make running a business more accessible.,Square,SQ,71.02,0.0,0.0,0.87,104.85,2018-05-21 21:19:44.422717,2018-07-23 14:30:41.369918,1,https://squareup.com/about/investors,11/19/2015,2018-07-23 14:15:38.000000,"Founded on the belief that everyone should be able to thrive in the economy, Square builds cheap and easy-to-use tools that help sellers start, run, and grow their businesses. Its simple credit card processing software is a small business favorite. This is a direct investment in Square stock.",852234103,34.67,2018,,12.85,['Square'],STOCK,1c2126
104,Mastercard,This global leader in digital payment solutions drives growth through technology and innovation.,"Mastercard, Inc",MA,207.03,0.47,0.0,0.16,37.19,2018-05-21 21:19:12.684342,2018-07-23 14:30:41.376335,1,http://investor.mastercard.com/investor-relations/financials-and-sec-filings/sec-filings/sec-filings-details/default.aspx?FilingId=12550606,05/25/2006,2018-07-23 14:15:34.000000,"Goodbye cash and checks, hello digital currency. Mastercard is a leading technology company in the global payments industry—its electronic payment products and services are used by millions of customers around the world. This is a direct investment in Mastercard stock.",57636Q104,150.91,2018,,4.25,['Mastercard'],STOCK,7f7a7a
81,Target,America's second largest discount retailer offers everyday necessities at discounted prices.,Target Corporation,TGT,78.02,3.19,0.0,0.33,20.55,2018-04-25 22:04:44.658098,2018-07-23 14:30:41.382880,1,http://investors.target.com/phoenix.zhtml?c=65828&p=irol-IRHome,12/05/1985,2018-07-23 14:15:21.000000,"Online and at over 1,800 stores, Target sells everyday essentials at discounted prices to millions of Americans per year. The business also owns private-label brands and hosts in-store pharmacies and clinics through its partner CVS. This is a direct investment in Target stock.",87612E106,64.72,2018,,,['Target'],STOCK,cc0001
17,Robots Rising,Robots are taking over the world - in a good way - by boosting output and improving efficiency.,Global Robotics and Automation Index ETF,ROBO,40.3,0.02,0.95,-0.63,-2.47,2015-09-03 15:47:43.019207,2018-07-23 14:30:41.389346,2,http://www.robostoxetfs.com/,10/22/2013,2018-07-23 14:15:13.000000,Let robots do the heavy lifting - and tedious tasks. These companies lead the way in robotics and automation technologies.,301505707,41.32,2018,,24.79,"['Kuka', 'irobot', 'Keyence Corp', 'Cyberdyne Inc', 'Nabtesco Corp', 'IRobot corp', 'Daifuku CO', 'ABB LTD', 'Intuitive Surgical Inc', 'Omron Corp', 'Faro Technologies', 'robots', 'automation']",ETF,
103,Citigroup,"This investment bank and financial services corporation rounds out the ""Big Four"" of U.S. banks.","Citigroup, Inc",C,69.67,1.85,0.0,0.65,-5.55,2018-05-21 21:17:40.860715,2018-07-23 14:30:41.396128,1,https://www.citigroup.com/citi/investor/pres.htm,11/07/1986,2018-07-23 14:15:37.000000,"Citigroup has 200 years of experience in safeguarding assets, lending money, making payments, and accessing capital markets on behalf of clients. This global leader in financial services rounds out the ""Big Four"" of U.S. banks. This is a direct investment in Citgroup stock.",172967424,73.76,2018,,,['Citigroup'],STOCK,203a80
18,Delicious Dividends,Price increases aren't the only way to make money. These companies tend to throw cash to investors.,Schwab US Dividend Equity ETF,SCHD,50.54,2.68,0.07,-0.12,-1.23,2015-09-03 15:47:43.046066,2018-07-23 14:29:41.370431,1,https://www.csimfunds.com/public/csim/home/products/exchange_traded_funds/summary.html?symbol=schd,10/20/2011,2018-07-23 14:14:16.000000,"When these companies generate profits, they share more with investors than most - in the form of dividends. This asset covers strong companies that consistently pay dividends. ",808524797,51.17,2018,,21.66,"['oil', 'Pfizer', 'Exxon', 'Coca-Cola', 'Microsoft', 'proctor&gamble', 'johnson&johnson', 'Verizon', 'dividends', 'coke', 'Pepsico']",ETF,
76,Take-Two Interactive,"Focused on creativity, this game developer and publisher is a hero of the gaming industry.","Take-Two Interactive Software, Inc.",TTWO,126.55,0.0,,-0.05,15.28,2018-04-23 16:59:01.640340,2018-07-23 14:30:41.402705,1,http://ir.take2games.com/phoenix.zhtml?c=86428&p=irol-irhome,04/25/97,2018-07-23 14:15:37.000000,"On its eternal quest for quality, Take-Two Interactive has brought numerous iconic franchises to life—including Grand Theft Auto, Max Payne, Midnight Club, Red Dead, Civilization, XCOM, Borderlands, WWE 2K, and NBA 2K. This is a direct investment in Take-Two Interactive stock.",874054109,109.78,2018,,,['Take-Two Interactive'],STOCK,007ac1
27,Modern Meds,Support the advancement of medical science. These biotech companies innovate to save lives. ,SPDR S&P Biotech (ETF),XBI,99.84,0.19,0.35,-0.29,17.64,2015-09-03 15:47:43.290218,2018-07-23 14:30:41.409165,3,https://www.spdrs.com/product/fund.seam?ticker=xbi,2/6/2006,2018-07-23 14:15:27.000000,An apple a day just doesn't cut it anymore. These biotech and pharmaceutical companies work to cure diseases and save lives. Some of them might just hit on the next big breakthroughs. ,78464A870,84.87,2018,,15.65,"['biotech', 'pharmaceutical', 'medical', 'drugs', 'Anacor', 'Acadia', 'Medivation', 'Neurocrine', 'Alkermes', 'Ligand', 'Intercept', 'Agios', 'Seattle Genetics', 'cure', 'breakthrough', 'diseases']",ETF,
26,Global Citizen,It's a big world out there - why limit yourself to the US? Invest around the globe.,Vanguard Total World Stock ETF,VT,74.81,2.21,0.11,-0.11,0.74,2015-09-03 15:47:43.258291,2018-07-23 14:30:41.419485,1,https://personal.vanguard.com/us/funds/snapshot?FundId=3141&FundIntExt=INT,6/26/2008,2018-07-23 14:14:44.000000,"Why limit yourself to the US? Tap into companies from all corners of the earth. This investment exposes you to over 7,000 assets across 40 countries.",922042742,74.26,2018,,40.8,"['oil', 'vanguard', 'energy', 'medical', 'nike', 'netflix', 'under armour', 'sprint', 'nintendo', 'Nasdaq', 'apple', 'microsoft', 'facebook', 'general electric', 'exxon', 'amazon', 'nestle', 'at&t', 'tesla', 'entertainment', 'global', 'earth']",ETF,
85,Altria,"With products at 200k+ retailers, this company is a major force in the U.S. tobacco industry. ","Altria Group, Inc",MO,57.6,4.72,0.0,-0.07,-18.47,2018-05-08 19:02:08.802869,2018-07-23 14:30:41.425992,1,http://investor.altria.com/phoenix.zhtml?src=leftnav&c=80855&p=irol-irhome,01/13/1978,2018-07-23 14:15:26.000000,"With 180 years of American heritage between them, Altria Group's portfolio includes some of the largest producers and marketers of tobacco and cigarettes in the game. You can also raise a glass to one of their beer or wine holdings. This is a direct investment in Altria stock. ",02209S103,70.65,2018,,,[''],STOCK,355778
107,Abbvie,This biopharmaceutical company develops treatments for some of the world's most serious diseases.,AbbVie Inc.,ABBV,89.1,3.68,0.0,0.21,-6.25,2018-05-30 17:21:17.320279,2018-07-23 14:30:41.432414,1,http://investors.abbvie.com/investor-overview,12/21/2012,2018-07-23 14:15:39.000000,"Best known for autoimmune medication Humira, AbbVie researches and markets therapies that treat autoimmune diseases, cancer, hepatitis, HIV, Parkinson's, multiple sclerosis, thyroid disease, cystic fibrosis, and other serious health conditions. This is a direct investment in AbbVie stock.",00287Y109,95.04,2018,,29.11,['Abbvie'],STOCK,113873
7,Internet Titans,Invest in the immense potential of the Internet. These companies make most of their money online.,First Trust Dow Jones Internet Index Fund,FDN,143.63,0.0,0.54,-0.29,30.72,2015-09-03 15:47:42.744769,2018-07-23 14:30:41.438888,2,https://www.ftportfolios.com/Retail/etf/ETFsummary.aspx?Ticker=FDN,6/23/2006,2018-07-23 14:15:33.000000,"From shopping, to dating, to entertainment, the Internet has changed almost every aspect of life - and it's only twenty-something years old. These companies capitalize on the Internet's irresistible allure.",33733E302,109.88,2018,,20.43,"['amazon', 'facebook', 'paypal', 'alphabet', 'yahoo', 'netflix', 'linkedin', 'eBay', 'entertainment', 'internet', 'Google', 'salesforce', 'internet', 'shopping', 'dating']",ETF,
95,Schlumberger,The world's largest oil-field services company operates in more than 85 countries.,Schlumberger N.V.,SLB,65.94,3.03,0.0,-0.23,-1.46,2018-05-14 19:46:07.905280,2018-07-23 14:30:41.445581,1,http://investorcenter.slb.com/phoenix.zhtml?c=97513&p=irol-irhome,01/13/1978,2018-07-23 14:15:39.000000,"With about 100,000 employees in over 85 countries, Schlumberger is the oil and gas industry's go-to provider of products, services, and technology related to exploration, drilling, production, and processing. This is a direct investment in Schlumberger stock.",806857108,66.92,2018,,,['Schlumberger'],STOCK,014289
45,Apple,"Renowned for its design focus, the iconic innovator's business spans hundreds of countries.","Apple, Inc.",AAPL,190.06,1.37,0.0,-0.72,12.77,2018-02-22 16:39:37.242493,2018-07-23 14:30:41.452093,1,http://investor.apple.com,12/12/1980,2018-07-23 14:15:39.000000,"Known for thinking differently since 1977, Apple strives to deliver superior customer experiences through its unified approach to hardware, software, and services—all led by its flagship product: iPhone. This is a direct investment in Apple stock.",037833100,168.54,2018,,,['Apple'],STOCK,f6f6f6
114,Twitter,"Over 300 million users post bite-sized messages called ""tweets"" on this global social network. ","Twitter, Inc.",TWTR,43.04,0.0,0.0,-0.88,79.26,2018-06-06 19:15:53.068714,2018-07-23 14:30:41.458497,1,https://investor.twitterinc.com,11/07/2013,2018-07-23 14:15:39.000000,"If it's news, someone probably tweeted about it. Available in over 40 languages, Twitter is a popular online news and social networking platform that allows users to see what's going on around the world in real time. This is a direct investment in Twitter stock.",90184L102,24.01,2018,,41.65,['Twitter'],STOCK,1da1f2
62,Starbucks,"The universally recognized coffeehouse chain claims over 25,000 stores across 75 markets.",Starbucks Corporation,SBUX,51.01,2.26,0.0,0.19,-10.7,2018-03-02 21:48:25.156803,2018-07-23 14:30:41.465394,1,https://investor.starbucks.com/ir-home/default.aspx,06/26/1992,2018-07-23 14:15:40.000000,"Home of the Frappuccino, Seattle-based Starbucks roasts, markets, and sells coffee in 75 countries. The global icon also owns Seattle's Best Coffee, tea brands, Teavana and Tazo, and juice brand, Evolution Fresh. This is a direct investment in Starbucks stock.",855244109,57.12,2018,,0.3,['Starbucks'],STOCK,007049
